Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekday_Ring_TimeSlots,Weekday_Schedule_Satisfaction,Weekend_Ring_Frequency,Weekend_Ring_TimeSlots,Weekend_Schedule_Satisfaction,Route_Used_Most,Ring_Purposes,Ring_Reasons,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Understanding_Routes,Avg_Wait_Time,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Sometimes,Often,Often,Never,Haftada 3–4 kez,Afternoon (15:00–19:00),Neutral,Sometimes (a few times a month),Noon (11:00–15:00),Unsatisfied,"Brown (A1 - A1), Navy (East - East)","Going to West Dorms, Going to East Dorms, Going to Gate A1","Free, I don't have a personal vehicle",Sometimes,Often,Sometimes,Often,Never,Sometimes,Never,Never,4.0,5–10 minutes,Not sure,3.0,Better route coverage,3.0,Öğlen saatlerinde bölümlerden batıya giden ringin olmaması çok garip.,Political Science and Public Administration
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Always,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Orange (West - A2), Purple (A1 - A1)","Going to West Dorms, Going to Gate A1, Going to Gate A2, Going to cafeteria","Free, Better for the environment, I don't have a personal vehicle",Sometimes,Often,Sometimes,Often,Rarely,Rarely,Rarely,Sometimes,2.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Electrical and Electronics Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Often,Always,Never,Never,Haftada 3–4 kez,Noon (11:00–15:00),Neutral,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A2, Going to sports/recreation facilities","Most convenient transportation method, Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Sometimes,Often,Always,Rarely,Never,Often,Rarely,Rarely,4.0,11–15 minutes,Yes,2.0,Daha uzun hizmet saatleri,2.0,,Kimya
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Sometimes,Often,Never,Haftada 3–4 kez,Noon (11:00–15:00),Satisfied,Often (every weekend),Late hours (19:00–23:00),Unsatisfied,Red (East - A2),Reaching my department,"Free, Fastest transportation method",Sometimes,Rarely,Rarely,Often,Often,Often,Rarely,Rarely,3.0,11–15 minutes,Yes,2.0,Better route coverage,3.0,,Sosyoloji
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Often,Often,Often,Never,Once a day,Morning (08:00–11:00),Unsatisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Going to East Dorms, Going to Gate A1","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Sometimes,Rarely,Often,Rarely,Often,Often,Rarely,Rarely,2.0,16–20 minutes,Yes,2.0,More frequent buses,3.0,,Kimya
Female,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Rarely,Always,Often,Never,Very rarely,"Morning (08:00–11:00), Noon (11:00–15:00)",Neutral,Nadiren (ayda 1–2 kez),Afternoon (15:00–19:00),Unsatisfied,"Brown (A1 - A1), Red (East - A2)","Reaching my department, Going to Gate A2","Fastest transportation method, I don't have a personal vehicle",Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,3.0,5–10 minutes,Yes,3.0,More frequent buses,3.0,,Kimya
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Rarely,Often,Often,Rarely,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),Late hours (19:00–23:00),Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, I don't have a personal vehicle",Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Never,4.0,11–15 minutes,Yes,1.0,More frequent buses,3.0,Haftasonu seferler çok erken bitiriyor. Geç saatlerde geldiğimizde metro kapılarından yurtlata gitmek imkansız gibi oluyor. Ekstra sefer eklenmesi  gerektiğini düşünüyorum geç gelenler için.,Foreign Languages Education
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Often,Always,Often,Always,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00)",Very Unsatisfied,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to library","Most convenient transportation method, Free, Fastest transportation method",Always,Always,Always,Sometimes,Never,Often,Rarely,Sometimes,4.0,11–15 minutes,Yes,4.0,More frequent buses,3.0,,Geological Engineering
Other,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Never,Often,Often,Sometimes,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Neutral,Nadiren (ayda 1–2 kez),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Neutral,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to cafeteria",Free,Sometimes,Always,Often,Rarely,Never,Often,Sometimes,Sometimes,5.0,11–15 minutes,Yes,5.0,More frequent buses,4.0,Eğitim Fakültesi durağı çok kalabalık oluyor ve her hafta en az bir kez doluluktan dolayı binemiyorum.,Foreign Languages Education
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Education,,,,Rarely,Sometimes,Always,Sometimes,Never,Haftada 1–2 kez,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Nadiren (ayda 1–2 kez),Morning (08:00–11:00),Neutral,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Free, I don't have a personal vehicle",Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Rarely,4.0,5–10 minutes,Yes,5.0,More comfortable buses,2.0,,Foreign Languages Education
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Arts and Sciences,,,,Rarely,Often,Often,Rarely,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Sometimes (a few times a month),"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Orange (West - A2), Yellow (A2 - East)","Going to West Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Rarely,Rarely,Sometimes,Often,Never,Never,Never,Never,5.0,5–10 minutes,Yes,5.0,Better route coverage,4.0,,Psikoloji
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Education,,,,Never,Always,Always,Rarely,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Orange (West - A2), Navy (East - East)","Going to West Dorms, Going to Gate A1",I don't have a personal vehicle,Sometimes,Often,Always,Often,Rarely,Sometimes,Rarely,Never,3.0,11–15 minutes,Yes,3.0,Better route coverage,3.0,,Mathematics and Science Education
Female,Postgraduate Guesthouse,Master's,,Institute of Natural Sciences,,,Sometimes,Often,Sometimes,Rarely,Never,Haftada 3–4 kez,Noon (11:00–15:00),Neutral,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Unsatisfied,"Yellow (A2 - East), Navy (East - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Never,Often,Often,Often,Often,Sometimes,Never,Never,3.0,11–15 minutes,Yes,2.0,Better route coverage,3.0,"Ring seferlerinin özellikle akşam ve gece saatlerinde artırılması gerektiğini düşünüyorum. Aynı zamanda haftasonu 1 saat aralıklarla yapılan ringlerin de artırılması gerekiyor. Ayrıca güzergahların gündüz de akşam da gece de hem yurtlardan bölüm ve kapılara, hem de kapılardan bölüm ve yurtlara gider şekilde düzenlenmesi gerekli. Gündüz bölümden veya çarşıdan Batı yönüne gelemiyorum, akşam da Batı tarafından bölümlere ve kapılara gitmekte zorlanıyorum.",
Female,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",PhD (Doctoral),,Graduate School of Social Sciences,,,Sometimes,Often,Often,Never,Never,More than once a day,"Morning (08:00–11:00), Evening (15:00-19:00)",Neutral,Often (every weekend),"Midday (11:00–15:00), Evening (15:00–19:00), Late (19:00–23:00)",Dissatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Navy Blue (East - East), Purple (A1 - A1)","To get to West dormitory, To get to department, To get to A1 Entrance, To get to dining facilities","It's free, No private car",Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Rarely,Rarely,4.0,11–15 minutes,Yes,2.0,Better route coverage,3.0,,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Arts and Sciences,,,,Sometimes,Often,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Orange (West - A2), Yellow (A2 - East), Red (East - A2), Navy (East - East)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria, Going to sports/recreation facilities","Most convenient transportation method, Free, I don't have a personal vehicle",Rarely,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,Never,3.0,5–10 minutes,Yes,3.0,More frequent buses,3.0,Akşam geç ve sabah erken saatlerinde ring  sıklığının artması. Sabah saatleri için 8:00 den önce de sefer konulmasi. Gece geç saatlerde de seferlerin sıklaşması. Kampüste köpek sorunu olduğu için yürüyerek sabah erken ve gece geç saatlerde yurda gitmek veya yurttan çıkmak  çok güçleşiyor. Kampüste yürümek keyifli fakat köpeklerden dolayı sabah çok erken ve gece geç saatlerde kampüste yürümek çok zorlaşıyor. Ya köpek sorunun çözülmesi ya da ring seferlerinin daha sık ve geniş kapsamlı yapılmasının gerektiğini düşünüyorum. ,Fizik
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Rarely,Sometimes,Often,Rarely,Never,Haftada 3–4 kez,Late hours (19:00–23:00),Unsatisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Purple (A1 - A1)","Going to East Dorms, Going to Gate A1, Going to cafeteria","Free, I don't have a personal vehicle",Rarely,Often,Always,Rarely,Sometimes,Often,Often,Rarely,3.0,20 dakikadan fazla,Yes,2.0,More frequent buses,3.0,,
Female,Postgraduate guesthouse,PhD,Faculty of Education,,,,Rarely,Often,Always,Rarely,Never,Haftada 3–4 kez,Morning (08:00–11:00),Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,"Turquoise (West - A2), Yellow (A2 - East), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Rarely,Often,Often,Often,Often,Often,Often,Rarely,2.0,5–10 minutes,Yes,3.0,Better route coverage,3.0,,Mathematics and Science Education
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Education,,,,Often,Always,Often,Never,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Neutral,"Brown (A1 - A1), Turquoise (West - A2), Orange (West - A2)","Going to West Dorms, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Fastest transportation method",Sometimes,Often,Rarely,Sometimes,Never,Never,Never,Rarely,2.0,5–10 minutes,Yes,2.0,Better route coverage,4.0,"Turkuaz ring (https://tim.metu.edu.tr/turkuaz-ring) sabah batı yurtlarından metroya ulaşmak için en doğrudan seçenek ancak son durağının A2 değil de garajlar olması özellikle kötü havalarda kapıya ulaşmayı zorlaştırıyor. Ring hattındaki 2dk.lık bir uzatma, hattı kullanan öğrencilerin konforunu ciddi anlamda artırabilir.",Computer Education and Instructional Technology (CEIT)
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Often,Often,Often,Often,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Going to Gate A1","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Sometimes,Rarely,Never,Rarely,Rarely,Never,4.0,11–15 minutes,Yes,3.0,Daha dakik seferler,4.0,Hafta sonu özellikle Batı’dan ulaşım çok çok zorlayıcı. Taksi öğrenci bütçesine göre maliyetli. Ringlerin 7.30-8.00 de başlaması daha iyi olurdu.,
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Economic and Administrative Sciences,,,,Never,Always,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria, Going to sports/recreation facilities","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Sometimes,Often,Always,Often,Rarely,Often,Never,Never,3.0,5 dakikadan az,Yes,1.0,More frequent buses,3.0,,Political Science and Public Administration
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Rarely,Often,Often,Sometimes,Never,More than once a day,Morning (08:00–11:00),Satisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Satisfied,"Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Often,Always,Often,Sometimes,Sometimes,Never,Never,4.0,16–20 minutes,Yes,2.0,Better route coverage,3.0,Bence sabah ve öğlen ringleri içerisinde batıya uğrayarak bir sefer de yapılabilir çünkü batıdan bölümlere ve doğuya gidilirken tam tersi için ringin a2 ye gitmesini ve tekrar batıya gitmesini beklemek hiç mantıklı değil ayrı bir sefer de düzenlenebilir belki çünkü bu olmadığı için sürekli yürümek gerekiyor ara vakitlerde,
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Rarely,Sometimes,Often,Sometimes,Never,Once a day,Late hours (19:00–23:00),Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Highly Satisfied,Purple (A1 - A1),Going to West Dorms,Free,Always,Always,Always,Always,Never,Always,Always,Sometimes,5.0,5–10 minutes,Yes,2.0,Better route coverage,2.0,Mor ringi bolumleri dolaşmayacak şekilde düzenleseler çok daha iyi olacak. ,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Sometimes,Always,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Sometimes,Always,Often,Always,Sometimes,Always,Often,Rarely,3.0,16–20 minutes,Yes,2.0,More frequent buses,2.0,,
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Often,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Going to Gate A1, Going to Gate A2, ","Most convenient transportation method, Free, Better for the environment, I don't have a personal vehicle",Rarely,Often,Sometimes,Often,Rarely,Sometimes,Rarely,Never,4.0,11–15 minutes,Yes,4.0,Better route coverage,4.0,A1 ringine doğu yurtları durağı eklenmesi,Political Science and Public Administration
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Informatics,,,Sometimes,Always,Sometimes,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Sometimes,Often,Always,Always,Rarely,Often,Sometimes,Rarely,3.0,11–15 minutes,Yes,5.0,Better route coverage,3.0,"Öğlenleri batıya giden ring yok ya da tüm okulu dolaşıp a2ye dönüp ordan gidiyorsunuz.  akşamüstüne eğer okul dışındaysak da sarı kırmızı ring bittikten sonra lacivert ring kalıyor sadece o da kapılardan geçmiyor, a1 ringiyle aktarmayla uğraşmamız gerekiyor. Bu tam tersi için de geçerli, batıdan herhangi bir metro kapısına gitmek mor ring başlayana kadar bir işkence oluyor. Doğuda kalanların bu sorunu yok. Aynı zamanda eskiden akşam mor ringi bir kapıdan kaçırdığımızda diğer kapıdan yakalayabiliyorduk (a2den kalktığı zamanlar, a2yi yakalamayınca a1den biniyorduk 20dk aralık vardı çünkü) şimdi bir kere kaçırınca 40dk beklememiz gerekiyor kapıda çünkü batıya giden otostop da nadir geliyor.",
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Education,,,,Always,Always,Always,Rarely,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Turquoise (West - A2), Orange (West - A2), Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to Gate A1, Going to Gate A2, Going to library",I don't have a personal vehicle,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Often,2.0,20 dakikadan fazla,Yes,2.0,Daha uzun hizmet saatleri,2.0,"Ring seferlerinin sıklığının hafta sonu ve akşam az olması nedeniyle anormal bir yoğunluk söz konusu. Özellikle ilk duraklardan binmiyorsanız kalabalıklık dolayısıyla ringe binmek imkansızlaşıyor.  Batıda kalanlar için ise metroya ulaşım çok zor. Ringin A1 kapısına varması 40 dakikadan fazla zaman alıyor, halbuki A2 kapısı batı tarafına 5 dakikalık sürüş mesafesinde. Takip sisteminde çoğunlukla ring nerede özelliğini her ring göstermiyor. Ara duraklarda ringin saatini veya konumunu takip etmek zorlaşıyor. Acele bir işimiz olduğunda en azından metroya ulaşmak için sık sık taksi kullanmak zorundayız, fakat taksinin bile gelmesi uzun zaman alıyor. Her zaman ulaşılamıyor. ",Educational Sciences
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Arts and Sciences,,,,Rarely,Often,Always,Sometimes,Never,Haftada 3–4 kez,"Noon (11:00–15:00), Late hours (19:00–23:00)",Neutral,Sometimes (a few times a month),"Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Fastest transportation method",Rarely,Often,Often,Sometimes,Never,Rarely,Never,Never,4.0,16–20 minutes,Yes,4.0,More frequent buses,4.0,,Psikoloji
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Faculty of Arts and Sciences,,,,Sometimes,Rarely,Always,Sometimes,Never,Very rarely,Afternoon (15:00–19:00),Very Unsatisfied,Nadiren (ayda 1–2 kez),Morning (08:00–11:00),Very Unsatisfied,"Turquoise (West - A2), Orange (West - A2)","Going to Gate A1, Going to Gate A2","Free, Better for the environment",Sometimes,Always,Always,Sometimes,Always,Rarely,Often,Sometimes,1.0,5–10 minutes,Yes,1.0,More frequent buses,1.0,,Psikoloji
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Rarely,Always,Always,Sometimes,Never,More than once a day,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Yellow (A2 - East), Navy (East - East)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method",Sometimes,Often,Often,Sometimes,Never,Rarely,Rarely,Rarely,3.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,
Female,Off-campus (far from campus),PhD,Faculty of Arts and Sciences,,,,Rarely,Always,Sometimes,Never,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Very Unsatisfied,Never use it,,Very Unsatisfied,Brown (A1 - A1),"Reaching my department, Going to Gate A1",I don't have a personal vehicle,Always,Always,Always,Never,Sometimes,Always,Always,Never,2.0,16–20 minutes,Yes,1.0,More frequent buses,3.0,,Psikoloji
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",PhD,Other,,,Regional Studies,Sometimes,Always,Often,Often,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Reaching my department, Going to Gate A1, Going to library","Free, I don't have a personal vehicle",Rarely,Often,Often,Sometimes,Never,Always,Rarely,Rarely,4.0,5–10 minutes,Yes,2.0,Daha uzun hizmet saatleri,3.0,Hafta içi sabah 7’de yarım saat-45 dakika aralıklarla Batı-Doğu Yurtları ve A1-A2 kapılarına sefer düzenlenmesini öneriyorum.,
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,,Institute of Social Sciences,,,Sometimes,Always,Often,Often,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Sometimes,Often,Sometimes,Rarely,Never,Rarely,Rarely,Often,3.0,20 dakikadan fazla,Yes,5.0,More frequent buses,3.0,"Saolsunlar bazı şoförler ringleri çok dikkatli, gayet pürüssüz kullanıyor fakat bazıları gerçekten tutarsız hızlanıp berbat fren yapıyor, bu yüzden içimizi dışımıza çıkarıyorlar. Koltukta oturduğumuz halde savrulmamak için tutunmamız gerekiyor. Çifter koltuklu ringlerde açılabilen cam sadece tepede olduğundan özellikle o arabalarda bu fren durumu birleştiğinde gerçekten kusmamak elde değil. İki durak arası yakın olduğunda iki dakika sonra fren yapılacaksa neden bu kadar gaza basılır ve test arabası gibi zonk diye durulur anlamış değilim. Bu otobüslere binip öbür durak inip bir kaç kilometre yürüdüğüm çok oldu. Ayrıca kavşaklara da çok sert giriyorlar, kocaman otobüs dolu olunca devrilecek gibi oluyoruz. Bu şoförlere sürüş/fren eğitimi verilebilse veya daha düzgün kullanan şoförler tercih edilse işe alımda çok memnun olurdum.",
Female,"West Dorms/Guesthouses (Isa Demiray Dormitory, 19th Dorm, etc.)",Master’s (Graduate),,Graduate School of Social Sciences,,,Sometimes,Often,Often,Rarely,Rarely,3–4 times a week,"Midday (11:00-15:00), Evening (15:00-19:00), Late evening (19:00-23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Midday (11:00–15:00), Late (19:00–23:00)",Dissatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","To get to A1 Entrance, To get to A2 Entrance, To get to the library","It's free, Fastest, No private car",,Sometimes,Often,Often,,Often,,,2.0,11–15 minutes,Yes,2.0,Better route coverage,3.0,,
Other,Off-campus (within walking distance),Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Sometimes,Often,Sometimes,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, I don't have a personal vehicle",Never,Often,Sometimes,Sometimes,Often,Rarely,Rarely,Never,3.0,11–15 minutes,Yes,2.0,More frequent buses,3.0,,Fizik
